var name,label,var type,dataset
V1561,"V1561 - TMR_SECTION3_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1562,"V1562 - TMR_SECTION4_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1563,"V1563 - TMR_SECTION5_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1564,"V1564 - TMR_SECTION6_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1565,"V1565 - TMR_SECTION7_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1566,"V1566 - TMR_SECTION8_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1567,"V1567 - TMR_SECTION9_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1568,"V1568 - TMR_SECTION10_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1569,"V1569 - TMR_InterviewCloseOut_TimeTotal: Total Time for section (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1570,"V1570 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1571,"V1571 - Geo_Stratum: Geographic Stratum for Variance Estimation (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1572,"V1572 - Sex_Stratum: Sex Stratum for Variance Estimation (facility roster) (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1573,"V1573 - FACILITYSORT: Facility Sequential ID (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1574,"V1574 - Geo_Analysis: Geography (Federal, TX, CA, Other State) (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1575,"V1575 - Geo_State: State (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1576,"V1576 - Private: Private Facility Indicator (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1577,"V1577 - WT_FACILITY1: Facility Design Weight (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1578,"V1578 - WTADJ_FACILITY1: Facility (Stage 1) Nonresponse Adjustment Factor (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1579,"V1579 - WT_FACILITY2: Facility Nonresponse Adjusted Weight (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1580,"V1580 - WT_INMATE1: Inmate Design Weight (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1581,"V1581 - WTADJ_INMATE1: Inmate (Stage 2) Nonresponse Adjustment Factor  (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1582,"V1582 - WT_INMATE2: Inmate Nonresponse Adjusted Weight (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1583,"V1583 - WT_NRADJ: Overall Nonresponse Adjusted Weight (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1584,"V1584 - WTADJ_PS: Poststratification Adjustment Factor (suppressed)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1585,"V1585 - WT_FINAL: Final Analysis WeightTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1586,"V1586 - REPWT1: Replicate Weight 1Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1587,"V1587 - REPWT2: Replicate Weight 2Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1588,"V1588 - REPWT3: Replicate Weight 3Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1589,"V1589 - REPWT4: Replicate Weight 4Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1590,"V1590 - REPWT5: Replicate Weight 5Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1591,"V1591 - REPWT6: Replicate Weight 6Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1592,"V1592 - REPWT7: Replicate Weight 7Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1593,"V1593 - REPWT8: Replicate Weight 8Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1594,"V1594 - REPWT9: Replicate Weight 9Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1595,"V1595 - REPWT10: Replicate Weight 10Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1596,"V1596 - REPWT11: Replicate Weight 11Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1597,"V1597 - REPWT12: Replicate Weight 12Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1598,"V1598 - REPWT13: Replicate Weight 13Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1599,"V1599 - REPWT14: Replicate Weight 14Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1600,"V1600 - REPWT15: Replicate Weight 15Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1601,"V1601 - REPWT16: Replicate Weight 16Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1602,"V1602 - REPWT17: Replicate Weight 17Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1603,"V1603 - REPWT18: Replicate Weight 18Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1604,"V1604 - REPWT19: Replicate Weight 19Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1605,"V1605 - REPWT20: Replicate Weight 20Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1606,"V1606 - REPWT21: Replicate Weight 21Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1607,"V1607 - REPWT22: Replicate Weight 22Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1608,"V1608 - REPWT23: Replicate Weight 23Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1609,"V1609 - REPWT24: Replicate Weight 24Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1610,"V1610 - REPWT25: Replicate Weight 25Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1611,"V1611 - REPWT26: Replicate Weight 26Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1612,"V1612 - REPWT27: Replicate Weight 27Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1613,"V1613 - REPWT28: Replicate Weight 28Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1614,"V1614 - REPWT29: Replicate Weight 29Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1615,"V1615 - REPWT30: Replicate Weight 30Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1616,"V1616 - REPWT31: Replicate Weight 31Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1617,"V1617 - REPWT32: Replicate Weight 32Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1618,"V1618 - REPWT33: Replicate Weight 33Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1619,"V1619 - REPWT34: Replicate Weight 34Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1620,"V1620 - REPWT35: Replicate Weight 35Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1621,"V1621 - REPWT36: Replicate Weight 36Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1622,"V1622 - REPWT37: Replicate Weight 37Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1623,"V1623 - REPWT38: Replicate Weight 38Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1624,"V1624 - REPWT39: Replicate Weight 39Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1625,"V1625 - REPWT40: Replicate Weight 40Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1626,"V1626 - REPWT41: Replicate Weight 41Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1627,"V1627 - REPWT42: Replicate Weight 42Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1628,"V1628 - REPWT43: Replicate Weight 43Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1629,"V1629 - REPWT44: Replicate Weight 44Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1630,"V1630 - REPWT45: Replicate Weight 45Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1631,"V1631 - REPWT46: Replicate Weight 46Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1632,"V1632 - REPWT47: Replicate Weight 47Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1633,"V1633 - REPWT48: Replicate Weight 48Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1634,"V1634 - REPWT49: Replicate Weight 49Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1635,"V1635 - REPWT50: Replicate Weight 50Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1636,"V1636 - REPWT51: Replicate Weight 51Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1637,"V1637 - REPWT52: Replicate Weight 52Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1638,"V1638 - REPWT53: Replicate Weight 53Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1639,"V1639 - REPWT54: Replicate Weight 54Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1640,"V1640 - REPWT55: Replicate Weight 55Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1641,"V1641 - REPWT56: Replicate Weight 56Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1642,"V1642 - REPWT57: Replicate Weight 57Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1643,"V1643 - REPWT58: Replicate Weight 58Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1644,"V1644 - REPWT59: Replicate Weight 59Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1645,"V1645 - REPWT60: Replicate Weight 60Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1646,"V1646 - REPWT61: Replicate Weight 61Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1647,"V1647 - REPWT62: Replicate Weight 62Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1648,"V1648 - REPWT63: Replicate Weight 63Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1649,"V1649 - REPWT64: Replicate Weight 64Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1650,"V1650 - REPWT65: Replicate Weight 65Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1651,"V1651 - REPWT66: Replicate Weight 66Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1652,"V1652 - REPWT67: Replicate Weight 67Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1653,"V1653 - REPWT68: Replicate Weight 68Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1654,"V1654 - REPWT69: Replicate Weight 69Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1655,"V1655 - REPWT70: Replicate Weight 70Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1656,"V1656 - REPWT71: Replicate Weight 71Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1657,"V1657 - REPWT72: Replicate Weight 72Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1658,"V1658 - REPWT73: Replicate Weight 73Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1659,"V1659 - REPWT74: Replicate Weight 74Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1660,"V1660 - REPWT75: Replicate Weight 75Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1661,"V1661 - REPWT76: Replicate Weight 76Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1662,"V1662 - REPWT77: Replicate Weight 77Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1663,"V1663 - REPWT78: Replicate Weight 78Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1664,"V1664 - REPWT79: Replicate Weight 79Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1665,"V1665 - REPWT80: Replicate Weight 80Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1666,"V1666 - REPWT81: Replicate Weight 81Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1667,"V1667 - REPWT82: Replicate Weight 82Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1668,"V1668 - REPWT83: Replicate Weight 83Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1669,"V1669 - REPWT84: Replicate Weight 84Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1670,"V1670 - REPWT85: Replicate Weight 85Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1671,"V1671 - REPWT86: Replicate Weight 86Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1672,"V1672 - REPWT87: Replicate Weight 87Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1673,"V1673 - REPWT88: Replicate Weight 88Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1674,"V1674 - REPWT89: Replicate Weight 89Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1675,"V1675 - REPWT90: Replicate Weight 90Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1676,"V1676 - REPWT91: Replicate Weight 91Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1677,"V1677 - REPWT92: Replicate Weight 92Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1678,"V1678 - REPWT93: Replicate Weight 93Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1679,"V1679 - REPWT94: Replicate Weight 94Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1680,"V1680 - REPWT95: Replicate Weight 95Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1681,"V1681 - REPWT96: Replicate Weight 96Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1682,"V1682 - REPWT97: Replicate Weight 97Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1683,"V1683 - REPWT98: Replicate Weight 98Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1684,"V1684 - REPWT99: Replicate Weight 99Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1685,"V1685 - REPWT100: Replicate Weight 100Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1686,"V1686 - REPWT101: Replicate Weight 101Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1687,"V1687 - REPWT102: Replicate Weight 102Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1688,"V1688 - REPWT103: Replicate Weight 103Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1689,"V1689 - REPWT104: Replicate Weight 104Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1690,"V1690 - REPWT105: Replicate Weight 105Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1691,"V1691 - REPWT106: Replicate Weight 106Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1692,"V1692 - REPWT107: Replicate Weight 107Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1693,"V1693 - REPWT108: Replicate Weight 108Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1694,"V1694 - REPWT109: Replicate Weight 109Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1695,"V1695 - REPWT110: Replicate Weight 110Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1696,"V1696 - REPWT111: Replicate Weight 111Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1697,"V1697 - REPWT112: Replicate Weight 112Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1698,"V1698 - REPWT113: Replicate Weight 113Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1699,"V1699 - REPWT114: Replicate Weight 114Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1700,"V1700 - REPWT115: Replicate Weight 115Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1701,"V1701 - REPWT116: Replicate Weight 116Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1702,"V1702 - REPWT117: Replicate Weight 117Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1703,"V1703 - REPWT118: Replicate Weight 118Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1704,"V1704 - REPWT119: Replicate Weight 119Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1705,"V1705 - REPWT120: Replicate Weight 120Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1706,"V1706 - REPWT121: Replicate Weight 121Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1707,"V1707 - REPWT122: Replicate Weight 122Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1708,"V1708 - REPWT123: Replicate Weight 123Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1709,"V1709 - REPWT124: Replicate Weight 124Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1710,"V1710 - REPWT125: Replicate Weight 125Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1711,"V1711 - REPWT126: Replicate Weight 126Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1712,"V1712 - REPWT127: Replicate Weight 127Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1713,"V1713 - REPWT128: Replicate Weight 128Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1714,"V1714 - REPWT129: Replicate Weight 129Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1715,"V1715 - REPWT130: Replicate Weight 130Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1716,"V1716 - REPWT131: Replicate Weight 131Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1717,"V1717 - REPWT132: Replicate Weight 132Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1718,"V1718 - REPWT133: Replicate Weight 133Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1719,"V1719 - REPWT134: Replicate Weight 134Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1720,"V1720 - REPWT135: Replicate Weight 135Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1721,"V1721 - REPWT136: Replicate Weight 136Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1722,"V1722 - REPWT137: Replicate Weight 137Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1723,"V1723 - REPWT138: Replicate Weight 138Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1724,"V1724 - REPWT139: Replicate Weight 139Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1725,"V1725 - REPWT140: Replicate Weight 140Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1726,"V1726 - REPWT141: Replicate Weight 141Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1727,"V1727 - REPWT142: Replicate Weight 142Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1728,"V1728 - REPWT143: Replicate Weight 143Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1729,"V1729 - REPWT144: Replicate Weight 144Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1730,"V1730 - REPWT145: Replicate Weight 145Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1731,"V1731 - REPWT146: Replicate Weight 146Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1732,"V1732 - REPWT147: Replicate Weight 147Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
